Edad,Sexo,Estatura,Peso,DiasDeporte
50,hombre,183.9,141.7,0
49,mujer,149.1,73.7,0
2,hombre,90.8,14,0
29,mujer,158,114.9,0
63,hombre,185.2,102.9,0
45,hombre,170.7,82.4,0
46,hombre,171.3,93.8,0
30,hombre,170,79.1,0
33,mujer,171.9,98.9,3
31,mujer,154.5,73.1,4
17,mujer,160.1,42.9,7
11,mujer,146.7,32.1,0
2,hombre,97.2,16.4,0
30,hombre,166.6,78.3,0
31,hombre,182.1,86.5,0
9,mujer,126.1,32.2,0
24,mujer,159.5,51.8,4
80,mujer,151.7,76.6,0
10,mujer,146.9,49.7,0
59,mujer,163.2,91.1,0
48,mujer,171.2,112.2,3
40,mujer,154.2,72.4,0
44,hombre,178.2,87.2,0
66,mujer,160.5,68,0
69,mujer,150.9,45.2,6
39,mujer,157.2,53,0
2,mujer,91.3,13.7,0
42,hombre,181.5,84.5,0
19,mujer,161.7,58.7,1
45,hombre,173.4,129.2,0
80,mujer,162.6,81.4,0
28,hombre,185.3,87.9,3
2,hombre,94.1,13.7,0
80,mujer,155.8,65,0
61,hombre,185.9,100.7,0
32,mujer,156.6,49.9,2
18,hombre,180.1,60.9,0
68,hombre,168,88.3,0
65,hombre,187.8,128.3,0
2,mujer,92.3,12.9,0
50,mujer,165.9,70,0
17,hombre,175.1,86.6,3
67,hombre,167.4,65.3,1
28,mujer,164.2,43.3,7
55,hombre,173.4,81.3,0
46,mujer,163.6,75.7,4
39,hombre,180.9,89,0
43,hombre,177.4,94.3,0
0,hombre,NA,5.7,0
39,mujer,161.2,141.7,3
15,mujer,171.1,105.5,2
20,hombre,175.7,72.1,2
77,hombre,179.3,104.7,0
49,hombre,162.8,84.5,5
33,mujer,166.5,132.7,0
27,hombre,175.7,78.3,0
48,mujer,159.1,49.6,3
61,hombre,176.5,69.8,2
34,hombre,178.9,99.4,0
41,mujer,160.3,113.7,3
19,hombre,182.6,75.7,1
78,hombre,170.7,92.5,0
64,mujer,147.6,40.8,0
49,mujer,165.5,54.8,5
33,mujer,179.6,72.5,4
26,hombre,165.8,92.6,0
4,hombre,114.9,23.4,0
40,hombre,169.9,66.2,4
10,hombre,127.6,23.4,0
34,mujer,157.6,64.2,0
5,hombre,116.9,21.5,0
9,mujer,120.8,21.7,0
6,hombre,119,23.6,0
45,mujer,166.3,72.5,1
14,hombre,166.2,65.2,4
68,hombre,170.8,104.1,0
69,hombre,174.1,105.9,0
58,mujer,155.7,39.7,3
80,mujer,159.1,72.6,3
41,mujer,161.3,52.1,0
26,hombre,183.4,99.4,0
14,hombre,162.3,79,7
24,hombre,178.1,76.4,2
65,hombre,159.1,49.5,0
0,hombre,NA,9.5,0
48,mujer,166.4,41.2,7
55,mujer,164,49.4,0
49,hombre,190.7,111.9,0
17,mujer,168.7,59.7,5
13,hombre,165.3,52.1,7
51,mujer,151,76.3,0
22,hombre,171.6,90,7
80,hombre,160.5,71.9,2
9,hombre,146.8,51.3,0
39,mujer,153.8,51.6,0
49,hombre,173.1,92.7,0
80,mujer,163.2,47.4,3
30,hombre,172.7,85.4,3
48,hombre,168.2,74.1,3
26,hombre,178.2,146.9,0
24,hombre,180.1,73,4
2,hombre,95.2,17,0
56,mujer,169.1,82.5,0
38,mujer,156.8,105.1,0
49,hombre,181,81.2,3
28,mujer,164.3,85.1,0
46,hombre,170.5,70.6,3
62,hombre,175.3,83,0
34,hombre,186.3,105.5,2
3,hombre,101.5,16.1,0
8,mujer,122.3,27.5,0
0,hombre,NA,4.6,0
23,hombre,186.4,103,1
18,hombre,183,75.2,0
33,mujer,157.8,117.3,0
56,mujer,161.7,92.1,3
17,mujer,153.9,64.6,0
46,hombre,186.8,58,7
79,mujer,139.9,79.8,0
40,mujer,176.6,74.2,3
28,hombre,187,71.5,1
19,mujer,163.7,43.9,1
65,mujer,157.9,86.1,5
30,hombre,174.8,85.8,1
27,mujer,156.7,65.6,0
64,mujer,173.5,58.9,3
57,mujer,176.2,52,7
5,hombre,113.1,19,0
19,mujer,166.6,47.9,5
56,mujer,160.9,84.4,0
34,hombre,173.1,72.4,3
49,hombre,183.1,90.8,0
53,hombre,176.3,89,0
50,mujer,167.7,102.9,0
63,mujer,166.8,55.5,3
16,mujer,162.6,45.5,6
17,mujer,160.5,63.5,5
38,mujer,174.2,64,3
56,hombre,171.2,54,3
74,mujer,164.5,57.3,6
25,hombre,172.1,63.400000000000006,3
26,mujer,163.1,68.3,0
39,mujer,155.7,54.1,0
17,mujer,165.8,57,3
33,mujer,156.2,97.3,5
27,hombre,181.3,112,0
34,hombre,170.7,75,3
79,mujer,151.7,65.5,0
19,mujer,161,91.4,0
60,hombre,177.8,88.2,2
33,hombre,174.4,89.2,2
16,hombre,177.1,103.2,4
41,hombre,169.8,100.4,0
68,hombre,172.9,109,3
67,hombre,181.7,114.5,0
21,hombre,169.8,72.1,0
66,mujer,159.8,64.8,0
74,mujer,158.1,52.1,7
19,mujer,170.5,95.6,3
21,mujer,153,77.8,0
29,hombre,173.7,75.7,3
80,mujer,154.9,68.7,0
39,mujer,143.1,76.5,0
3,hombre,93.9,15.4,0
62,mujer,168.9,120,0
63,mujer,164,73.7,0
31,mujer,165,59.599999999999994,5
80,hombre,176.8,77.5,3
43,mujer,154.3,61.5,1
69,mujer,157.9,68.6,0
33,mujer,169.9,73.9,0
39,hombre,184.8,134.8,5
36,mujer,156.9,70.6,0
15,mujer,170.5,53.2,3
29,mujer,165.2,70.1,3
40,hombre,174.1,84.6,0
33,hombre,175.5,85.7,0
1,hombre,NA,13.4,0
45,hombre,191.8,137.9,0
0,hombre,NA,6,0
30,hombre,175.3,83.7,3
55,mujer,168.3,65.4,0
48,hombre,174.3,83.5,0
57,mujer,148,67.1,1
32,hombre,181.7,78.4,1
52,hombre,180.7,89.6,0
9,mujer,129,36.4,0
7,mujer,124.6,22.8,0
72,hombre,177.4,86.8,5
38,mujer,175.4,77.5,4
30,mujer,166.4,108.4,5
12,hombre,153.3,41.5,2
12,mujer,156.5,64.9,0
4,mujer,101.7,16,0
65,mujer,164.6,58.7,6
0,hombre,NA,7.3,0
56,mujer,163,62.599999999999994,4
15,hombre,171.1,42.6,0
9,hombre,130.3,27.5,0
7,mujer,125.5,34.4,0
7,mujer,125.4,37.1,0
21,mujer,159.9,40.4,0
54,hombre,178.8,88.7,0
77,mujer,160,73.1,0
21,mujer,172.7,55.9,5
46,mujer,151.4,59,0
16,hombre,176.6,53.3,0
2,hombre,89.7,13.1,0
44,hombre,171.6,95.4,0
57,hombre,181.1,99.7,0
9,mujer,136.7,31.4,0
41,mujer,165.8,80.6,5
34,hombre,177.5,82.1,0
58,hombre,171.6,84.2,0
61,hombre,176.6,83.7,0
31,mujer,160.2,81.5,1
2,mujer,86,12.2,0
26,hombre,185.3,76.9,4
24,hombre,171.2,97,0
2,hombre,92.8,16,0
7,mujer,120.4,29.9,0
1,mujer,NA,11,0
56,mujer,157.7,80.1,0
29,mujer,159,53.5,0
28,mujer,147.4,54.6,0
53,mujer,165.3,71.9,0
10,mujer,158.7,34,0
43,hombre,166.7,70.1,3
45,hombre,173,52.6,2
56,hombre,178.4,100.5,0
80,hombre,165,69,0
41,mujer,161.9,55,0
0,hombre,NA,5.9,0
5,mujer,107.5,18.6,0
70,mujer,148.6,46.2,0
13,mujer,151.9,38.9,5
52,hombre,176.4,82.4,1
16,mujer,166.9,65.7,3
15,hombre,176.4,114.7,5
37,hombre,167.9,88.8,1
47,hombre,173.1,91.4,4
67,mujer,156,84.2,0
49,hombre,184,66.3,4
17,mujer,153.9,50.7,0
78,mujer,NA,NA,0
41,hombre,175.8,98.8,1
2,mujer,89,12.8,0
54,mujer,176,126.2,0
22,mujer,154,84,3
52,hombre,183.7,92.4,1
23,hombre,175.4,52.1,2
9,hombre,121.3,23.9,0
28,mujer,171.3,62.400000000000006,3
54,mujer,159.8,54.7,3
15,mujer,156.8,60.7,4
27,mujer,158.1,57,3
57,mujer,155.8,98.9,0
44,mujer,171.6,62.3,0
72,mujer,166.2,82.8,1
0,hombre,NA,8.6,0
28,mujer,171.5,76.9,0
30,hombre,171.7,74.6,2
26,mujer,153.2,57,4
53,hombre,174.6,83.6,7
54,hombre,167,73.5,0
19,mujer,156.2,64.3,0
41,hombre,187.4,86.9,4
31,mujer,165.4,47.6,0
44,mujer,155.2,64.5,4
15,hombre,177.1,76,0
42,hombre,176.6,86.4,0
54,hombre,175.1,119.7,7
50,mujer,155.7,62.7,0
54,hombre,192,103.8,2
22,mujer,153.5,55.2,0
59,mujer,165.6,75.3,7
51,mujer,172.9,74.3,3
72,mujer,152,45.9,3
51,mujer,164.1,82.3,1
0,mujer,NA,6.8,0
33,mujer,158.9,97,0
30,hombre,173.2,85.8,0
17,mujer,171.4,64.2,2
15,hombre,170,50.3,6
27,mujer,149.4,90.5,0
12,mujer,157.2,46,0
13,hombre,155.8,36.3,7
58,mujer,168,130.6,0
29,mujer,166.6,93.8,4
63,mujer,162.5,76.7,6
6,mujer,111.4,17.5,0
15,hombre,181.7,101.5,0
6,hombre,117.6,22.5,0
36,mujer,161,77.2,3
74,hombre,166.9,63.6,0
36,hombre,188.5,145.1,0
67,mujer,160.8,80.5,0
31,mujer,174.9,97,0
43,hombre,179.5,74.6,4
80,mujer,153.5,55.1,2
26,hombre,172.7,83.9,0
30,mujer,171.8,54.5,4
45,mujer,169.6,94.9,3
80,mujer,162.1,85.2,0
80,mujer,158.7,42,7
61,hombre,166.6,92.6,0
48,hombre,169.3,110.8,2
54,hombre,175.7,76.2,4
35,hombre,181.5,96.6,5
42,mujer,169.3,62,7
6,hombre,108.6,16.9,0
32,hombre,175.3,64.1,1
17,mujer,166,72,3
62,hombre,171.9,81.9,6
11,mujer,135.3,34.8,0
10,hombre,134.9,31,0
31,mujer,166.9,64.5,0
56,mujer,170.8,54.9,2
53,hombre,173.2,75.4,0
30,hombre,181,79.9,3
44,hombre,186.3,77.5,5
41,mujer,166.8,51.9,0
76,mujer,168.9,65.1,0
48,mujer,166.6,69,3
70,hombre,174.3,103.8,0
18,mujer,153.7,55.2,0
29,mujer,161.1,64.5,0
57,hombre,NA,NA,1
39,mujer,154.7,75,0
31,hombre,171,79.3,0
73,hombre,167.8,80.1,3
57,hombre,177.3,115.8,0
31,hombre,179.8,71.8,3
77,mujer,156.5,75.2,0
32,mujer,150.9,50.1,0
0,hombre,NA,6.7,0
25,mujer,158.3,46.9,0
48,hombre,171.7,98.7,0
76,mujer,161.7,65.4,5
77,hombre,169.2,64.1,1
53,hombre,174,89.6,0
43,hombre,165.9,83.3,1
6,hombre,117.8,22.8,0
13,hombre,162.8,55.3,2
9,hombre,142.4,42.7,0
80,mujer,162.7,40.6,5
48,hombre,179.2,82.1,0
22,hombre,180.5,95.8,0
1,hombre,NA,11.2,0
41,hombre,194.5,119.8,3
79,mujer,156.6,51.3,0
21,mujer,166.7,66.1,0
54,hombre,169.9,73.8,0
49,mujer,170,91.7,5
36,hombre,181.5,77.1,3
22,hombre,196.6,88.7,5
15,hombre,169.1,59.6,2
42,mujer,155,63.7,0
56,hombre,187.2,89.8,4
0,hombre,NA,8,0
74,mujer,166.5,68,3
52,mujer,169.6,66.7,4
8,hombre,120.4,24.3,0
23,hombre,166.5,68.8,2
67,mujer,159.5,69.4,3
23,hombre,166.4,77.7,1
4,hombre,105.8,16.3,0
80,hombre,153.7,77.3,0
30,mujer,167.5,72.8,0
21,hombre,181.7,NA,0
20,mujer,175.7,92.2,0
43,hombre,188.3,131.3,0
5,hombre,127.9,38.6,0
50,mujer,169.2,65.1,0
53,hombre,182.5,99.3,0
80,mujer,157,39.1,0
6,hombre,122.6,20.6,0
32,hombre,183.3,108.5,1
50,hombre,171.5,71.4,3
50,hombre,177,86.3,4
9,hombre,132.7,26,0
21,hombre,176.1,66.9,0
30,hombre,174,66.3,3
31,mujer,162.7,59.6,3
7,hombre,132.5,27.3,0
60,mujer,146.4,63.4,0
32,mujer,163.6,85.1,0
60,mujer,148.2,49.8,0
48,mujer,162.9,51,6
10,hombre,140.7,35.7,0
18,hombre,159.8,64.7,0
67,mujer,169.3,68,2
37,hombre,180.2,133.1,3
6,mujer,121,23.3,0
58,mujer,157.2,63.400000000000006,5
9,hombre,161.7,70,0
18,mujer,154.5,41.5,0
10,mujer,149.3,46.7,0
68,hombre,168.3,92.4,0
40,hombre,180.3,92.4,0
40,mujer,164.3,59.7,5
62,hombre,176.8,84.3,1
0,hombre,NA,7.5,0
45,hombre,171.9,66.6,7
17,mujer,152.6,50.8,5
32,hombre,188.7,110.5,3
65,hombre,176.2,63.5,3
20,hombre,170.5,56.2,4
45,hombre,177.4,103.5,1
17,mujer,164.4,43.5,5
10,hombre,138.7,40.5,0
50,hombre,186.2,80.5,3
58,hombre,175.2,92.3,0
14,mujer,159,102.5,1
2,mujer,84.9,12.7,0
16,hombre,178.3,70.1,1
61,hombre,175.4,86,4
29,mujer,163.9,82.3,0
2,mujer,90.1,15.9,0
79,mujer,169.6,77.4,0
46,mujer,161.9,66,5
40,hombre,173.3,106.9,2
41,mujer,168.1,124.3,2
3,hombre,100.9,15.9,0
22,hombre,179.2,76.1,1
21,mujer,168.9,65.2,0
1,mujer,NA,14,0
1,hombre,NA,11.6,0
23,hombre,170,69.1,0
27,hombre,176.3,77,1
8,mujer,137.4,43.1,0
32,mujer,164.2,118.6,3
40,mujer,177.1,83.1,0
36,hombre,172.6,71.4,6
43,hombre,199.6,100.8,4
47,hombre,172.3,81.7,0
78,mujer,156.7,58.4,0
73,hombre,180.2,73.8,7
12,mujer,159.2,35.4,6
13,hombre,155.7,40.4,3
69,hombre,156.7,44.3,7
72,mujer,165.6,82.6,0
40,mujer,159.9,52.4,5
0,hombre,NA,9.3,0
50,hombre,180.8,143.9,1
80,hombre,175.6,73,0
74,mujer,147.1,58.3,0
39,hombre,163.4,83.9,1
17,hombre,160.7,46.5,3
63,mujer,156.4,69.9,7
5,hombre,124.4,25.6,0
7,hombre,118.2,24.7,0
54,mujer,167.2,63.5,4
68,hombre,175.2,56.4,7
41,hombre,178.7,101.2,5
71,mujer,153.2,70.6,0
19,hombre,179.6,71.3,1
22,mujer,153.2,99.7,0
53,hombre,179.7,64.4,5
48,hombre,168.7,56,7
1,mujer,NA,10.8,0
37,hombre,160.9,69.2,0
38,hombre,180.4,62.8,2
11,hombre,150.3,43.2,0
34,hombre,180.9,107.2,0
35,hombre,179.3,94.8,0
32,hombre,178.9,99.3,1
60,hombre,169.9,87.4,0
30,mujer,163.9,43,4
56,mujer,165.6,55.9,2
47,mujer,162.3,83,0
54,hombre,168.3,62.900000000000006,3
80,mujer,163.3,42.6,7
68,hombre,180.7,98.6,0
72,mujer,166,69.4,0
32,mujer,175.2,70.2,0
79,mujer,154.4,90.8,0
53,hombre,175.9,82.4,0
49,hombre,181,70.6,5
25,mujer,162.7,109.5,2
25,hombre,177.8,107.3,2
9,mujer,145.3,39.8,0
64,hombre,163.5,88.1,3
47,mujer,164.8,78,0
25,mujer,159,87.1,0
5,mujer,114.8,26.1,0
5,hombre,124.9,26,0
29,hombre,168.9,62.3,5
37,mujer,167.1,87.1,2
13,mujer,169.2,68.5,5
42,hombre,185.9,87.9,0
5,mujer,104.1,18.1,0
61,mujer,147.9,68.3,0
47,hombre,175.3,105.5,0
37,mujer,162.6,57.1,0
54,hombre,182.5,77.7,0
14,hombre,171.1,82.8,5
21,mujer,159.6,63.7,3
27,hombre,174.8,85,4
29,mujer,170.2,84.9,2
3,mujer,106.4,18.9,0
21,hombre,172.4,79.7,0
51,hombre,162.7,57.9,0
62,mujer,158.2,78.1,0
80,mujer,154.5,45.1,6
59,mujer,169.7,97.9,4
46,hombre,172.6,90.3,0
13,hombre,172.2,54.7,7
76,mujer,157.2,44.4,5
9,mujer,130.8,36,0
25,mujer,154.8,78.1,5
16,mujer,161.3,72.4,3
11,hombre,153.9,81,0
10,hombre,129.8,38.1,0
38,mujer,157.3,54.3,0
49,mujer,159.8,65,2
36,hombre,188.8,118,0
30,hombre,185.3,113.7,5
4,mujer,107.2,17.5,0
57,hombre,180.5,109.1,0
80,mujer,161.2,74,0
44,hombre,174.4,80.9,0
65,hombre,181.8,79.3,7
35,hombre,179.5,75.7,0
51,mujer,162.4,85.7,0
80,hombre,168.4,69.1,0
45,mujer,156.9,45.5,3
52,hombre,180,80.1,0
46,hombre,171.7,71,5
5,mujer,113.2,18.8,0
11,mujer,135.8,29.4,0
55,hombre,177.8,90.6,0
68,hombre,166.9,84.6,0
0,mujer,NA,8.8,0
16,mujer,154.7,59.8,4
80,mujer,161.2,67.9,0
54,hombre,171.2,81.4,0
33,mujer,158.4,74.8,0
34,mujer,164.1,124.6,3
38,hombre,179.1,87.5,0
41,hombre,180.5,122.9,0
49,hombre,184.5,124.2,0
14,hombre,168,64.7,0
40,hombre,191.1,89.1,1
48,mujer,168,76.7,0
77,hombre,164.2,108.3,0
70,hombre,190.8,91.5,4
38,mujer,161.8,59,3
45,mujer,158.5,60.9,0
13,hombre,168.6,102.9,3
40,mujer,167.4,95,0
48,mujer,176.5,54.3,3
4,mujer,102.6,17.2,0
4,mujer,101,15.4,0
4,mujer,104.2,17.2,0
1,hombre,NA,11.7,0
48,hombre,165.5,70.3,0
56,hombre,182.4,68.6,7
11,mujer,154.4,67.2,0
80,mujer,158.9,47.1,0
0,hombre,NA,9.3,0
37,mujer,161.3,61.8,2
8,mujer,129.5,29,0
40,mujer,153.2,88.7,0
39,mujer,176.4,97.5,5
0,mujer,NA,8.3,0
23,mujer,172.5,88.6,0
34,hombre,170,68.6,1
74,mujer,155.3,60.8,3
59,mujer,163.7,51.8,1
67,hombre,167.4,81.2,0
50,mujer,168.9,57.8,2
54,mujer,167.8,90.4,1
46,hombre,168.5,82.7,3
3,hombre,101.2,18.3,0
10,mujer,139.5,30.2,0
53,hombre,163.7,85.5,2
77,hombre,169.3,94.2,0
33,hombre,163.7,79.4,0
33,hombre,174.6,118.1,0
19,hombre,177.9,81.6,3
13,mujer,162.1,56.5,0
63,mujer,160.4,66.4,3
48,hombre,183,139.1,0
45,hombre,186.9,126.2,1
56,hombre,182.9,71.6,0
48,hombre,175.2,74.6,1
49,hombre,167.6,86.5,0
15,mujer,162.8,57.7,5
9,hombre,140.7,47,0
52,hombre,175.7,119.9,0
29,hombre,166.1,129.3,4
74,hombre,166.3,76.4,3
69,hombre,170.4,97.2,1
80,mujer,161.7,82.9,0
60,hombre,170.5,89.4,0
7,hombre,139.3,32.1,0
19,hombre,179.5,78.8,4
52,hombre,165.6,64.3,7
74,mujer,161.4,67.1,5
65,mujer,163.7,63,2
1,hombre,NA,11.6,0
30,hombre,168.7,81.3,0
78,mujer,160.6,83.3,6
13,mujer,149.3,36.5,2
12,mujer,165.3,48.4,2
47,mujer,161,102.6,1
65,mujer,161.1,53.4,0
19,hombre,184.8,63,0
54,hombre,181.2,83.3,1
13,mujer,172.7,51.3,3
21,hombre,164.4,69.2,0
25,mujer,155.6,98.8,0
46,mujer,160.7,69,6
12,hombre,146.2,41,7
45,mujer,165.8,75,0
68,mujer,149.4,64.9,0
60,hombre,164.4,75.9,0
19,hombre,178,72.1,0
78,mujer,143.9,53,0
47,mujer,155.3,84.2,2
34,hombre,171.1,72.2,3
43,mujer,163.7,76,0
80,mujer,171.1,78.6,0
77,hombre,173.2,78.2,1
34,mujer,164.3,125.3,0
23,hombre,166.6,103.7,4
75,hombre,169.7,81.2,0
49,hombre,183.4,134.8,0
23,hombre,163.1,62.400000000000006,3
38,hombre,184.4,86.6,0
19,mujer,165.8,42.5,1
55,hombre,167,65.5,6
60,hombre,163.9,78.1,3
40,mujer,157.5,103,3
3,mujer,97.7,14,0
42,mujer,171.5,68.5,0
73,mujer,157.9,82.5,0
35,mujer,175.3,65.1,2
64,mujer,162.4,93.5,0
0,mujer,NA,5.1,0
15,hombre,178.9,103.9,2
44,mujer,144.4,60.3,1
59,mujer,166.1,78,0
32,hombre,169.7,98.6,0
23,mujer,161.6,61.4,0
2,hombre,83.6,11.3,0
69,mujer,157.8,77.8,5
69,mujer,157.5,104.6,0
23,mujer,161.8,56.3,3
7,mujer,121.6,29.5,0
38,mujer,163.2,90.5,1
28,mujer,154.5,67.8,1
13,hombre,163.3,40.9,3
41,mujer,157.1,47.5,3
69,mujer,169.5,73.6,0
71,mujer,163.7,81,0
38,hombre,175.2,70.9,3
18,mujer,172.7,109.6,3
32,mujer,166.5,59,5
3,hombre,100.3,17.2,0
80,hombre,166,79,0
45,mujer,165.3,179.3,0
51,mujer,158.2,46.6,0
59,mujer,166.9,114.3,0
60,mujer,164.9,66.4,0
19,hombre,187.4,77.9,4
4,mujer,105.2,15.8,0
46,hombre,171.5,95.5,0
80,mujer,168.3,57.7,0
62,hombre,187.1,99.2,3
37,mujer,155,89.4,7
22,hombre,179.3,68.6,5
63,hombre,163.8,101.1,0
15,hombre,181.4,57,5
70,mujer,158.9,58,3
8,mujer,137,34.3,0
48,hombre,182.4,75.3,4
44,hombre,173.9,58.2,0
37,hombre,178.6,86.8,0
40,hombre,173,101.3,0
0,hombre,NA,10.2,0
28,hombre,179,89,1
45,mujer,163.3,54.5,7
39,mujer,150.3,75.5,0
68,hombre,159.2,64,7
55,hombre,171.8,83.6,0
80,mujer,148.3,58.1,0
31,hombre,171.9,122.5,0
10,mujer,147.3,41.5,0
0,hombre,NA,6.3,0
64,hombre,179.8,101.7,1
70,hombre,159.4,73.5,5
14,hombre,164,112.6,3
5,mujer,120.5,22.5,0
59,mujer,157.1,49.8,7
13,hombre,161.7,43.4,5
60,mujer,168.4,98.3,0
36,mujer,162.8,83.6,3
66,mujer,161,79,7
4,hombre,117.5,24.9,0
23,hombre,183.2,56.8,6
17,mujer,159.1,66.9,0
57,mujer,150.2,52.6,0
16,hombre,177.5,93.5,5
13,hombre,175,56,3
54,hombre,179.1,121.8,0
56,hombre,178.6,68.6,4
1,hombre,NA,12.9,0
57,mujer,165.9,79.9,1
11,mujer,152.5,41.2,0
19,hombre,175.9,63.599999999999994,2
8,hombre,123.9,23.3,0
65,mujer,145.7,45.7,7
59,hombre,177.7,70.6,0
11,hombre,149.4,37.7,0
1,hombre,NA,11.5,0
18,mujer,160.3,51.2,0
13,hombre,142.1,35.6,2
34,mujer,181.9,77.3,3
74,mujer,171.4,80.3,0
48,mujer,165.2,44.7,0
49,hombre,175,92.5,7
42,hombre,170.5,57.7,1
74,mujer,156.5,98.6,3
41,mujer,155.7,62.3,0
16,mujer,169.1,59.3,2
28,mujer,161.3,60.1,0
44,mujer,153.8,73.8,5
15,mujer,157.8,61.400000000000006,4
45,mujer,154.5,66.1,0
10,hombre,135,33.4,0
38,hombre,180.6,74.2,7
70,hombre,179,63.5,3
5,hombre,112.9,22.4,0
44,mujer,159.4,74.8,5
19,mujer,163,62,0
54,hombre,165,68.5,0
74,mujer,161.5,49.4,0
20,mujer,148.9,53.5,1
58,mujer,151.1,60.5,3
10,mujer,152,57.7,0
80,hombre,163.3,77.6,0
51,hombre,166.1,72.5,7
54,mujer,167.8,131.1,3
4,hombre,103.9,17.4,0
80,mujer,155.9,91.8,0
73,mujer,173.8,69,6
15,mujer,154.6,46.2,0
67,hombre,168.9,67.1,0
7,hombre,127.7,36.1,0
31,mujer,167.9,59.7,1
7,hombre,123,24.4,0
35,mujer,161.7,70.5,0
39,mujer,160.1,115.3,0
7,mujer,126.4,31.7,0
38,mujer,160.8,65.3,5
50,hombre,181.8,88.7,1
8,hombre,133.5,28.2,0
2,mujer,94.7,19.7,0
16,mujer,157.5,60.3,3
58,hombre,186.3,99.8,3
40,hombre,175.1,73.8,3
12,mujer,149.5,30.9,0
18,hombre,191.2,82.8,0
68,hombre,177.1,86.5,5
15,hombre,169.4,50.8,3
0,mujer,NA,8.4,0
76,mujer,157.7,58.6,0
70,hombre,166.7,82.4,2
61,hombre,180.4,84.3,6
42,hombre,176.9,70.8,6
34,mujer,162.7,77.3,0
33,mujer,160.4,61.9,2
9,hombre,133.9,29.4,0
39,hombre,188,119.9,0
24,mujer,175.1,70.4,1
0,mujer,NA,9.8,0
3,hombre,94.3,14.1,0
47,mujer,153.2,53.1,1
20,mujer,162.9,46.3,3
72,hombre,163.1,57.9,5
26,mujer,167.7,99.1,0
80,mujer,149.6,58.2,0
0,mujer,NA,5.5,0
46,hombre,177.2,88.5,4
7,mujer,122,21.9,0
21,mujer,176.3,109.3,7
13,mujer,145.5,55.9,5
54,hombre,177.3,68.4,4
43,hombre,170.6,71.7,6
17,hombre,176.6,103.7,5
35,hombre,165.5,113.5,3
58,hombre,167.4,68.8,7
10,mujer,145.4,39.1,0
80,mujer,159.4,70.1,0
51,mujer,162,84.1,0
64,hombre,169.8,66.9,7
61,mujer,156.4,80.9,0
35,mujer,156.7,100.3,0
75,hombre,177.2,55.4,0
5,mujer,116.6,21.5,0
33,mujer,166.8,64.2,1
18,mujer,161.2,70.7,4
43,mujer,149.6,49.5,0
0,hombre,NA,5.8,0
10,mujer,138.5,34.4,0
74,mujer,160.2,82.2,0
22,mujer,167.3,78.7,0
7,hombre,123.2,33.9,0
57,mujer,162,93.4,2
15,mujer,175.1,56.2,5
80,mujer,170.5,84.1,0
78,hombre,189,95.5,0
45,mujer,164.4,59.4,3
12,hombre,154,55.1,0
65,mujer,161.2,61.400000000000006,5
80,hombre,164,61.7,0
54,hombre,167.6,74.4,0
69,mujer,155.9,37,0
58,hombre,179.1,123.2,0
8,hombre,130.7,26.8,0
0,mujer,NA,4.8,0
20,mujer,176.9,74.7,0
41,hombre,166,72.5,0
73,mujer,150.5,37.4,5
31,mujer,154.8,62.3,0
32,hombre,175.5,63,2
5,mujer,123.2,38.8,0
71,hombre,180.3,77.9,0
39,hombre,171.8,71.2,3
9,mujer,141,37.7,0
0,hombre,NA,10.9,0
67,mujer,162.8,62.8,1
9,mujer,143.5,69.2,0
70,hombre,174.5,81,0
55,hombre,179.7,121.4,0
21,hombre,169.6,67.9,0
78,hombre,173.4,70.1,0
71,hombre,169.7,74.2,0
10,hombre,155.3,35.9,0
36,mujer,162.6,60,3
47,mujer,169.8,103.2,0
28,hombre,175.2,75.5,0
10,mujer,140,26.6,0
0,mujer,NA,7.6,0
35,mujer,167.8,79.9,0
13,mujer,156.9,41.3,3
48,mujer,164.1,75,2
12,mujer,163.1,45.7,7
15,mujer,181.8,92.9,5
26,hombre,168.5,54.6,0
25,mujer,148.2,48.7,0
51,hombre,167.5,77.5,1
3,hombre,96.5,13.7,0
19,hombre,163.6,53.8,2
30,hombre,165.2,49,1
30,mujer,160.3,67.1,3
72,mujer,152.1,56.8,3
22,hombre,169.3,72.3,0
5,hombre,112.8,19.1,0
70,hombre,172.5,83.9,3
30,hombre,177.4,67.6,4
21,hombre,185.5,56.8,0
72,hombre,175,81.9,5
74,hombre,178.8,100.1,3
65,hombre,180.3,108,2
33,mujer,172.7,68,5
44,mujer,165.4,46.7,3
52,hombre,168.3,87.8,4
15,hombre,174.9,63.400000000000006,5
16,mujer,155.9,89.6,3
64,mujer,165.6,93.9,0
46,mujer,161.9,102.5,0
11,mujer,151.3,63.9,0
76,hombre,177,93.3,0
60,hombre,174.4,76.3,0
35,hombre,181.8,105.8,0
63,mujer,159.1,114.9,0
15,mujer,160.2,51,3
6,mujer,109.4,16,0
32,hombre,172.4,86.7,7
10,hombre,145,38.8,0
48,mujer,172.4,59.7,0
25,mujer,158.8,77.5,3
17,hombre,180.5,84.3,6
40,hombre,176.2,121.4,0
22,hombre,162.4,71.9,0
5,hombre,111.4,20.7,0
80,mujer,158.2,66.5,0
40,mujer,177.6,84.6,0
7,mujer,125.2,22.6,0
2,mujer,86.2,11.7,0
57,hombre,180.1,88.5,0
53,hombre,178.4,61.400000000000006,5
9,mujer,144,55.7,0
